Cycl,Times,Time,x,y,z,Bx,dBx,By,dBy,Bz,dBz
0,1573704941,1573704945,0,0,0,0.1755416,0.000235692,0.432624,0.000275463,-1.347562,0.000228954
1,1573704951,1573704955,0,0,-1,0.0972266,0.000103713,0.260588,0.00030979,-0.87801,0.000530424
2,1573704962,1573704966,0,0,-2,0.049057,0.000033615,0.136873,0.00002401,-0.521904,0.000045607
3,1573704973,1573704977,0,0,-3,0.0214342,0.000232507,0.0651622,0.000307306,-0.307594,0.000625164
4,1573704987,1573704991,0,0,-4,0.0053964,0.000028005,0.026787,0.000161666,-0.18941,0.000107238
5,1573704998,1573705002,0,0,-5,-0.0042394,0.000009685,0.0065872,0.000016962,-0.1284414,0.000026661
6,1573705012,1573705016,0,0,-6,-0.0097232,0.000003564,-0.0022184,0.00000114,-0.1055962,0.000003899
7,1573705023,1573705027,0,0,-7,-0.0147026,0.001106083,-0.0071596,0.001328002,-0.1083242,0.001329456
8,1573705037,1573705041,0,0,-8,-0.0165326,0.000042217,-0.0044898,0.000021277,-0.1286168,0.000306364
9,1573705050,1573705054,0,0,-9,-0.014212,0.000027203,0.0122476,0.00002109,-0.1745408,0.000022197
10,1573705067,1573705071,0,0,-10,-0.0075254,0.000036583,0.0912742,0.00009966,-0.1555332,0.000119095
11,1573705078,1573705082,0,0,-11,-0.0028046,0.000022154,0.1963232,0.000668098,0.0134008,0.000409216
12,1573705090,1573705094,0,0,-12,0.00188,0.000006519,0.0577506,0.000095479,-0.0141418,0.000023868
13,1573705103,1573705107,0,0,-13,0.0005962,0.0000111,0.0277456,0.000006427,-0.023474,0.000011446
14,1573705117,1573705121,0,0,-14,-0.0053546,0.000020403,0.0188862,0.000021626,-0.0134436,0.000008961
15,1573705129,1573705133,0,0,-15,-0.0114198,0.000014007,-0.0008238,0.000016679,0.0063836,0.000051218
16,1573705141,1573705145,0,0,-16,-0.0120624,0.0000191,-0.0552212,0.000014307,-0.0061098,0.000074881
17,1573705157,1573705161,0,0,-17,-0.000051,0.000004,-0.170005,0.000028399,-0.167855,0.000023054
18,1573705172,1573705176,0,0,-18,0.0030644,0.000006269,-0.0524848,0.000154328,-0.1415522,0.000071047
19,1573705186,1573705190,0,0,-19,0.0036944,0.000005413,-0.0078692,0.000009602,-0.1171648,0.00000996
20,1573705199,1573705203,0,0,-20,0.0035512,0.000006301,0.0026426,0.000005459,-0.1160558,0.000034478
21,1573705217,1573705221,0,0,-21,0.0025954,0.000033344,0.0032566,0.000028953,-0.1404434,0.000059036
22,1573705235,1573705239,0,0,-22,-0.0003546,0.000049095,0.0014368,0.000008228,-0.1965514,0.000226872
23,1573705247,1573705251,0,0,-23,-0.0087864,0.000023426,-0.0017346,0.000043426,-0.333232,0.000297691
24,1573705261,1573705265,0,0,-24,-0.0245784,0.000156168,-0.0036142,0.000034259,-0.563268,0.000336259
25,1573705274,1573705278,0,0,-25,-0.0549626,0.000874353,0.0033312,0.001098164,-0.976156,0.001689831
26,1573705289,1573705293,0,0,-26,-0.1083458,0.000522076,0.0502844,0.00119,-1.659326,0.000140641
27,1573705308,1573705312,0,0,-27,-0.189312,0.001795314,0.231718,0.003447052,-2.6811,0.012923428
28,1573705319,1573705323,0,0,-28,-0.284148,0.000352449,0.628086,0.000389974,-3.65166,0.000260768
29,1573705336,1573705340,0,0,-29,-0.384014,0.001065472,1.279682,0.000128919,-4.32074,0.000328634
30,1573705977,1573705981,1.5,0,-5,0.0001882,0.000015959,0.0007754,0.000023201,-0.1236618,0.000074567
31,1573705987,1573705991,1.5,0,-6,-0.010462,0.000003742,-0.0066576,0.000008112,-0.105538,0.000007314
32,1573706001,1573706005,1.5,0,-7,-0.0205802,0.000041578,-0.0089468,0.000030128,-0.1080608,0.000054811
33,1573706011,1573706015,1.5,0,-8,-0.031344,0.000019799,-0.0053574,0.000020007,-0.1295974,0.000013921
34,1573706016,1573706020,1.5,0,-8,-0.0313354,0.000011718,-0.0053348,0.000007014,-0.129638,0.000040094
36,1573706051,1573706055,1.5,0,-9,-0.0456884,0.000021513,0.012798,0.000005431,-0.1789734,0.000004827
37,1573706065,1573706069,1.5,0,-10,-0.0044078,0.000003962,0.0929782,0.000004817,-0.1558258,0.000017079
38,1573706080,1573706084,1.5,0,-11,0.0041284,0.000016562,0.20074,0.000018708,0.0075992,0.000066383
39,1573706091,1573706095,1.5,0,-12,-0.0031204,0.000015126,0.0656112,0.000070162,-0.0164688,0.00004247
40,1573706102,1573706106,1.5,0,-13,-0.0120422,0.000016544,0.036656,0.000021319,-0.0224402,0.000011432
41,1573706114,1573706118,1.5,0,-14,-0.0172144,0.000022601,0.0220636,0.000012621,-0.0114544,0.000018796
42,1573706125,1573706129,1.5,0,-15,-0.0181552,0.000038881,-0.0029098,0.000012153,0.006923,0.000080253
43,1573706136,1573706140,1.5,0,-16,0.016109,0.00006032,-0.0677858,0.000142558,-0.0194714,0.000184476
44,1573706148,1573706152,1.5,0,-17,0.0169922,0.000036575,-0.1762802,0.000143067,-0.1754448,0.000055147
45,1573706159,1573706163,1.5,0,-18,0.0087128,0.000001643,-0.0447416,0.00000747,-0.1405144,0.000003847
46,1573706172,1573706176,1.5,0,-19,0.0029136,0.000014792,-0.0047644,0.000043798,-0.117327,0.000041958
47,1573706183,1573706187,1.5,0,-20,-0.0047034,0.000010597,0.0040378,0.000005586,-0.1183206,0.00000999
48,1573706196,1573706200,1.5,0,-21,-0.0164224,0.000029022,0.003935,0.000005,-0.1443836,0.000072321
49,1573706208,1573706212,1.5,0,-22,-0.0398124,0.000075666,0.0016554,0.000035189,-0.209666,0.000214313
50,1573706220,1573706224,1.5,0,-23,-0.0791238,0.000089234,-0.0011462,0.000008468,-0.32641,0.000273861
51,1573706232,1573706236,1.5,0,-24,-0.1522798,0.000170303,-0.0031354,0.000106449,-0.562304,0.00023776
52,1573706441,1573706445,3,0,-5,0.0077704,0.000028086,-0.0023864,0.000037819,-0.1124388,0.000067821
53,1573706451,1573706455,3,0,-6,-0.010008,0.000003317,-0.00871,0.000005701,-0.0971298,0.00002455
54,1573706465,1573706469,3,0,-7,-0.0264544,0.000007829,-0.0100644,0.000010015,-0.1001572,0.00002123
55,1573706478,1573706482,3,0,-8,-0.0457886,0.000009813,-0.0071642,0.000005541,-0.1216294,0.000014206
56,1573706490,1573706494,3,0,-9,-0.0774944,0.000027889,0.006555,0.000016897,-0.1648544,0.000024511
57,1573706502,1573706506,3,0,-10,-0.034821,0.0002566,0.0691474,0.000282578,-0.178386,0.000431102
58,1573706514,1573706518,3,0,-11,0.0060144,0.000101631,0.215652,0.000655683,-0.007175,0.000243864
